# Server version 0.08 running on fbrizu:8123
# Game ID: 45
# Board class: halma.CCBoard
# Timeout: 1000
# Date: Tue Apr 01 20:38:00 EDT 2014
# Player 1: Player-0, 'omni', running on fbrizu
# Player 2: Player-1, 'random', running on fbrizu
# Player 3: Player-2, 'random', running on fbrizu
# Player 4: Player-3, 'random', running on fbrizu
START Player-0 omni
3 (11,11) (9,9)
3 null null
0 (0,2) (1,3)
1 (11,2) (12,2)
2 (5,11) (4,11)
3 (14,13) (14,12)
0 (2,0) (2,1)
1 (15,4) (14,4)
2 (3,12) (4,13)
3 (14,14) (12,14)
3 (12,14) (14,14)
3 null null
0 (0,3) (0,5)
0 null null
1 (11,0) (12,1)
2 (1,10) (2,10)
3 (14,14) (14,13)
0 (4,5) (5,5)
1 (14,4) (15,4)
2 (2,10) (3,10)
3 (10,13) (10,12)
0 (3,4) (3,5)
1 (11,4) (11,5)
2 (6,15) (7,14)
3 (14,12) (13,11)
0 (0,5) (0,6)
1 (14,2) (14,0)
1 (14,0) (14,2)
1 (14,2) (12,4)
1 null null
2 (7,14) (6,13)
3 (10,12) (10,11)
0 (5,5) (6,6)
1 (12,4) (11,3)
2 (4,13) (3,12)
3 (9,9) (8,10)
0 (2,6) (3,6)
1 (11,5) (10,5)
2 (1,11) (2,10)
3 (15,14) (14,14)
0 (1,6) (0,7)
1 (11,3) (10,3)
2 (4,11) (5,11)
3 (10,10) (10,9)
0 (1,3) (1,4)
1 (14,1) (13,2)
2 (5,11) (4,11)
3 (8,10) (8,9)
0 (2,1) (4,3)
0 null null
1 (12,2) (11,3)
2 (3,13) (2,12)
3 (15,13) (13,15)
3 (13,15) (13,13)
3 (13,13) (13,15)
3 (13,15) (15,13)
3 (15,13) (13,15)
3 (13,15) (15,13)
3 (15,13) (15,11)
3 (15,11) (15,13)
3 (15,13) (13,13)
3 (13,13) (11,11)
3 null null
0 (1,2) (1,3)
1 (12,0) (11,1)
2 (2,12) (4,12)
2 (4,12) (4,10)
2 null null
3 (14,14) (15,13)
0 (4,3) (5,4)
1 (13,3) (12,2)
2 (6,13) (5,12)
3 (13,11) (13,12)
0 (5,4) (6,4)
1 (13,2) (11,0)
1 null null
2 (4,11) (4,12)
3 (11,11) (12,11)
0 (2,3) (2,4)
1 (12,2) (13,2)
2 (3,12) (2,12)
3 (13,12) (13,13)
0 (3,5) (2,5)
1 (12,3) (11,4)
2 (4,12) (3,12)
3 (10,9) (11,8)
0 (6,4) (5,4)
1 (13,2) (12,2)
2 (4,10) (3,9)
3 (12,12) (13,11)
0 (2,4) (3,4)
1 (11,3) (11,5)
1 (11,5) (9,5)
1 null null
2 (2,10) (1,10)
3 (10,11) (11,12)
0 (1,0) (0,1)
1 (11,1) (12,0)
2 (5,12) (4,11)
3 (15,15) (14,14)
0 (4,1) (5,2)
1 (15,4) (14,3)
2 (2,14) (0,12)
2 (0,12) (0,14)
2 (0,14) (0,12)
2 (0,12) (2,14)
2 null null
3 (14,13) (14,12)
0 (3,2) (2,3)
1 (9,5) (10,4)
2 (2,15) (4,15)
2 null null
3 (13,14) (15,14)
3 null null
0 (6,6) (6,7)
1 (10,4) (10,6)
1 (10,6) (10,4)
1 (10,4) (10,6)
1 (10,6) (10,4)
1 (10,4) (10,2)
1 (10,2) (10,4)
1 null null
2 (1,13) (0,14)
3 (13,11) (11,11)
3 (11,11) (13,11)
3 null null
0 (0,7) (1,8)
1 (10,4) (9,3)
2 (2,14) (2,15)
3 (12,11) (11,11)
0 (0,6) (0,7)
1 (10,3) (12,5)
1 (12,5) (10,3)
1 (10,3) (12,5)
1 null null
2 (4,15) (5,15)
3 (14,12) (12,14)
3 null null
0 (0,1) (1,2)
1 (12,5) (13,4)
2 (0,13) (1,13)
3 (14,14) (13,15)
0 (5,2) (6,2)
1 (9,3) (10,2)
2 (2,15) (2,14)
3 (12,14) (13,14)
0 (6,7) (6,8)
1 (12,0) (11,1)
2 (1,13) (0,12)
3 (8,9) (7,10)
0 (2,3) (2,4)
1 (12,1) (13,2)
2 (1,10) (2,9)
3 (13,14) (14,13)
0 (6,2) (7,2)
1 (13,4) (13,3)
2 (2,12) (3,13)
3 (11,15) (11,14)
0 (6,8) (6,9)
1 (12,6) (11,5)
2 (2,14) (1,14)
3 (11,11) (12,12)
0 (1,4) (1,5)
1 (13,3) (13,4)
2 (4,11) (3,11)
3 (13,11) (13,10)
0 (2,5) (3,5)
1 (11,5) (12,6)
2 (3,12) (4,12)
3 (15,12) (14,12)
0 (1,2) (2,3)
1 (13,2) (14,2)
2 (3,15) (2,14)
3 (14,12) (15,11)
0 (5,4) (4,5)
1 (14,2) (14,4)
1 (14,4) (12,4)
1 null null
2 (3,11) (5,13)
2 null null
3 (12,12) (13,11)
0 (1,5) (0,5)
1 (14,3) (15,4)
2 (0,14) (0,13)
3 (13,15) (14,14)
0 (3,6) (4,6)
1 (12,4) (11,3)
2 (0,12) (1,13)
3 (15,13) (15,15)
3 null null
0 (1,8) (1,9)
1 (13,4) (13,5)
2 (3,10) (4,9)
3 (11,8) (12,8)
0 (6,9) (7,9)
1 (13,1) (14,0)
2 (4,9) (5,9)
3 (11,12) (10,13)
0 (4,6) (3,7)
1 (15,4) (14,4)
2 (5,9) (4,9)
3 (13,13) (13,12)
0 (7,2) (8,2)
1 (13,5) (14,6)
2 (2,9) (3,10)
3 (13,12) (14,11)
0 (1,3) (1,4)
1 (14,4) (13,5)
2 (4,9) (2,9)
2 (2,9) (4,11)
2 (4,11) (2,9)
2 (2,9) (4,9)
2 (4,9) (2,9)
2 null null
3 (14,10) (15,9)
0 (4,5) (4,6)
1 (11,1) (9,3)
1 null null
2 (0,15) (2,13)
2 null null
3 (14,11) (14,12)
0 (4,6) (5,6)
1 (11,0) (11,1)
2 (4,12) (4,11)
3 (10,13) (11,12)
0 (3,5) (4,6)
1 (15,2) (14,2)
2 (3,10) (4,9)
3 (13,10) (14,11)
0 (3,4) (2,5)
1 (11,4) (9,6)
1 (9,6) (11,4)
1 null null
2 (4,9) (5,9)
3 (7,10) (8,9)
0 (1,9) (1,10)
1 (11,3) (12,3)
2 (4,11) (5,10)
3 (14,12) (15,12)
0 (1,4) (3,6)
0 (3,6) (3,8)
0 null null
1 (12,2) (12,1)
2 (5,10) (6,9)
3 (8,9) (7,8)
0 (1,10) (2,10)
1 (11,1) (12,0)
2 (1,14) (3,12)
2 null null
3 (11,14) (10,13)
0 (2,5) (2,6)
1 (13,5) (12,5)
2 (2,9) (1,8)
3 (12,8) (11,9)
0 (2,4) (1,4)
1 (14,6) (14,5)
2 (0,13) (1,12)
3 (11,12) (12,11)
0 (5,6) (4,7)
1 (12,1) (13,1)
2 (5,13) (5,14)
3 (7,8) (6,8)
0 (2,3) (3,3)
1 (11,4) (13,6)
1 (13,6) (11,6)
1 (11,6) (13,6)
1 (13,6) (11,6)
1 (11,6) (13,4)
1 (13,4) (11,2)
1 null null
2 (1,15) (0,14)
3 (6,8) (6,7)
0 (2,6) (4,8)
0 null null
1 (12,6) (12,4)
1 (12,4) (12,2)
1 (12,2) (12,4)
1 null null
2 (3,12) (3,11)
3 (15,9) (14,9)
0 (0,4) (0,6)
0 (0,6) (0,8)
0 (0,8) (2,8)
0 null null
1 (14,5) (15,6)
2 (3,13) (4,12)
3 (15,12) (13,10)
3 (13,10) (15,12)
3 (15,12) (13,10)
3 (13,10) (11,12)
3 (11,12) (9,14)
3 null null
0 (4,7) (2,7)
0 null null
1 (13,1) (15,3)
1 (15,3) (13,1)
1 (13,1) (15,3)
1 null null
2 (5,9) (4,9)
3 (14,13) (15,13)
0 (4,8) (4,10)
0 (4,10) (2,12)
0 (2,12) (0,12)
0 (0,12) (2,12)
0 (2,12) (0,12)
0 null null
1 (12,5) (12,6)
2 (6,9) (5,9)
3 (13,11) (12,12)
0 (8,2) (9,2)
1 (15,3) (13,1)
1 (13,1) (15,3)
1 (15,3) (13,1)
1 null null
2 (4,9) (4,8)
3 (12,11) (11,11)
0 (4,6) (5,6)
1 (10,2) (11,1)
2 (2,14) (1,15)
3 (6,7) (5,7)
0 (9,2) (8,2)
1 (12,6) (11,5)
2 (1,12) (1,11)
3 (5,7) (6,6)
0 (8,2) (7,2)
1 (14,0) (14,1)
2 (5,9) (4,9)
3 (11,9) (10,8)
0 (0,7) (0,8)
1 (12,3) (11,4)
2 (3,9) (4,10)
3 (15,11) (13,11)
3 (13,11) (11,13)
3 (11,13) (9,13)
3 (9,13) (11,13)
3 null null
0 (2,10) (2,11)
1 (11,5) (12,5)
2 (4,12) (3,12)
3 (14,11) (13,11)
0 (3,8) (3,9)
1 (12,0) (11,0)
2 (3,12) (3,13)
3 (14,9) (15,8)
0 (5,6) (4,6)
1 (12,5) (11,5)
2 (4,10) (5,11)
3 (15,15) (13,13)
3 (13,13) (15,15)
3 null null
0 (4,6) (5,6)
1 (13,1) (15,1)
1 (15,1) (13,3)
1 null null
2 (1,8) (0,7)
3 (11,13) (10,14)
0 (1,4) (2,5)
1 (10,5) (9,5)
2 (0,7) (0,9)
2 (0,9) (0,7)
2 null null
3 (13,11) (14,12)
0 (3,3) (2,4)
1 (14,2) (13,2)
2 (5,11) (4,10)
3 (11,11) (11,12)
0 (2,5) (3,6)
1 (12,4) (13,4)
2 (3,13) (3,12)
3 (9,14) (9,15)
0 (2,7) (4,7)
0 null null
1 (11,0) (10,0)
GAMEOVER 
WINNER Player-0
# Game ended: Tue Apr 01 20:38:19 EDT 2014
