# Server version 0.08 running on fbrizu:8123
# Game ID: 44
# Board class: halma.CCBoard
# Timeout: 1000
# Date: Tue Apr 01 20:31:36 EDT 2014
# Player 1: Player-0, 'omni', running on fbrizu
# Player 2: Player-1, 'random', running on fbrizu
# Player 3: Player-2, 'random', running on fbrizu
# Player 4: Player-3, 'random', running on fbrizu
START Player-0 omni
1 (12,2) (12,4)
1 (12,4) (12,2)
1 (12,2) (14,2)
1 null null
2 (1,11) (2,10)
3 (10,13) (9,12)
0 (3,0) (4,1)
1 (9,0) (10,0)
2 (1,13) (1,12)
3 (12,13) (12,12)
0 (2,2) (3,3)
1 (13,3) (14,4)
2 (2,10) (2,9)
3 (14,14) (15,13)
0 (5,3) (6,4)
1 (14,2) (13,3)
2 (0,9) (0,8)
3 (10,14) (9,13)
0 (4,5) (6,7)
0 null null
1 (14,4) (12,2)
1 (12,2) (12,4)
1 (12,4) (14,2)
1 (14,2) (14,0)
1 (14,0) (12,2)
1 (12,2) (14,4)
1 (14,4) (14,2)
1 (14,2) (12,0)
1 (12,0) (10,2)
1 (10,2) (12,4)
1 (12,4) (12,2)
1 (12,2) (10,4)
1 (10,4) (12,2)
1 null null
2 (0,15) (2,13)
2 (2,13) (0,15)
2 (0,15) (2,13)
2 (2,13) (4,13)
2 null null
3 (13,14) (14,14)
0 (2,5) (3,6)
1 (11,3) (11,4)
2 (0,8) (0,7)
3 (15,15) (13,13)
3 (13,13) (15,15)
3 (15,15) (13,13)
3 (13,13) (15,15)
3 null null
0 (6,6) (7,7)
1 (12,2) (14,2)
1 null null
2 (2,9) (2,8)
3 (13,15) (12,14)
0 (7,7) (8,8)
1 (11,1) (11,2)
2 (3,13) (4,14)
3 (15,10) (15,11)
0 (4,2) (5,3)
1 (14,6) (15,7)
2 (2,8) (3,8)
3 (15,11) (14,10)
0 (3,6) (4,7)
1 (13,3) (14,4)
2 (3,8) (2,7)
3 (9,13) (9,14)
0 (6,8) (7,9)
1 (11,2) (10,1)
2 (2,14) (3,14)
3 (14,11) (15,11)
0 (8,8) (9,9)
1 (12,3) (12,2)
2 (0,11) (1,10)
3 (14,14) (14,13)
0 (1,0) (2,1)
1 (10,1) (9,0)
2 (1,14) (1,15)
3 (13,10) (12,11)
0 (8,7) (9,8)
1 (13,1) (12,1)
2 (0,12) (1,11)
3 (12,14) (11,14)
0 (4,1) (5,2)
1 (13,0) (14,0)
2 (1,10) (2,10)
3 (14,10) (15,9)
0 (9,8) (10,9)
1 (14,4) (14,5)
2 (1,11) (2,12)
3 (13,11) (11,13)
3 null null
0 (5,2) (6,3)
1 (14,0) (15,1)
2 (4,15) (2,13)
2 (2,13) (4,15)
2 (4,15) (2,13)
2 (2,13) (4,15)
2 (4,15) (2,13)
2 (2,13) (0,11)
2 null null
3 (9,14) (9,13)
0 (2,1) (3,2)
1 (9,0) (11,0)
1 (11,0) (9,0)
1 null null
2 (1,15) (0,15)
3 (11,14) (10,15)
0 (9,9) (10,10)
1 (12,2) (12,3)
2 (0,11) (0,10)
3 (12,12) (13,13)
0 (6,4) (7,5)
1 (15,2) (13,4)
1 (13,4) (15,2)
1 null null
2 (2,12) (2,11)
3 (12,11) (12,10)
0 (5,3) (6,4)
1 (14,3) (14,4)
2 (0,15) (1,15)
3 (15,11) (14,10)
0 (10,9) (11,10)
1 (11,4) (11,5)
2 (2,7) (3,6)
3 (10,15) (10,14)
0 (11,10) (12,11)
1 (11,5) (10,4)
2 (1,12) (3,10)
2 (3,10) (1,12)
2 null null
3 (13,13) (14,14)
0 (7,9) (8,10)
1 (14,5) (13,5)
2 (2,11) (1,10)
3 (15,14) (14,15)
0 (12,11) (13,12)
1 (12,1) (13,0)
2 (0,7) (0,8)
3 (14,14) (13,13)
0 (3,2) (4,3)
1 (15,1) (14,0)
2 (1,12) (1,11)
3 (12,10) (13,9)
0 (2,4) (3,5)
1 (13,0) (15,0)
1 (15,0) (13,0)
1 (13,0) (15,0)
1 null null
2 (3,15) (2,14)
3 (14,10) (15,10)
0 (4,3) (5,4)
1 (14,1) (14,3)
1 (14,3) (14,5)
1 (14,5) (12,5)
1 null null
2 (3,6) (2,7)
3 (15,10) (14,10)
0 (6,4) (8,6)
0 null null
1 (12,3) (12,2)
2 (2,15) (3,15)
3 (14,13) (15,14)
0 (5,5) (6,6)
1 (9,0) (8,1)
2 (4,13) (5,13)
3 (9,13) (10,13)
0 (8,6) (9,7)
1 (14,4) (14,3)
2 (0,8) (0,9)
3 (9,12) (8,12)
0 (6,6) (7,7)
1 (13,2) (12,1)
2 (3,15) (3,13)
2 (3,13) (3,15)
2 (3,15) (3,13)
2 null null
3 (13,13) (12,13)
0 (3,3) (4,4)
1 (12,1) (11,2)
2 (3,14) (3,15)
3 (10,13) (9,14)
0 (9,7) (10,8)
1 (10,0) (9,0)
2 (3,15) (2,15)
3 (9,14) (8,15)
0 (6,7) (7,8)
1 (15,7) (15,6)
2 (1,15) (1,14)
3 (14,10) (13,11)
0 (10,10) (11,11)
1 (14,3) (13,2)
2 (2,7) (3,7)
3 (13,9) (13,10)
0 (7,5) (8,6)
1 (15,6) (14,7)
2 (0,9) (0,11)
2 (0,11) (0,9)
2 (0,9) (2,11)
2 (2,11) (0,9)
2 null null
3 (13,11) (13,9)
3 null null
0 (5,6) (6,7)
1 (11,2) (11,1)
2 (0,14) (1,15)
3 (8,15) (7,14)
0 (10,8) (11,9)
1 (8,1) (9,1)
2 (2,15) (3,14)
3 (10,14) (12,12)
3 (12,12) (12,14)
3 null null
0 (4,4) (5,5)
1 (13,5) (14,5)
2 (3,13) (4,12)
3 (12,13) (13,14)
0 (6,3) (7,4)
1 (10,4) (9,3)
2 (1,11) (1,9)
2 (1,9) (1,11)
2 null null
3 (11,13) (12,13)
0 (11,9) (12,10)
1 (11,1) (12,1)
2 (4,12) (3,11)
3 (12,15) (11,14)
0 (11,11) (12,12)
1 (9,0) (8,1)
2 (3,11) (4,11)
3 (13,9) (12,8)
0 (7,4) (8,5)
1 (14,0) (13,0)
2 (1,10) (1,9)
3 (15,13) (15,12)
0 (4,7) (5,8)
1 (15,2) (14,3)
2 (3,7) (2,7)
3 (13,14) (14,13)
0 (8,10) (9,11)
1 (12,2) (11,2)
2 (0,9) (1,8)
3 (11,14) (12,15)
0 (6,7) (8,9)
0 null null
1 (14,5) (13,6)
2 (1,14) (1,13)
3 (13,10) (12,11)
0 (5,8) (6,9)
1 (13,0) (13,1)
2 (0,10) (2,8)
2 (2,8) (2,6)
2 (2,6) (2,8)
2 (2,8) (0,10)
2 null null
3 (12,14) (11,15)
0 (3,5) (4,6)
1 (11,2) (11,3)
2 (1,9) (1,7)
2 (1,7) (1,9)
2 (1,9) (1,7)
2 (1,7) (3,7)
2 null null
3 (14,15) (14,14)
0 (8,5) (9,6)
1 (9,1) (10,2)
2 (1,8) (0,7)
3 (8,12) (7,11)
0 (6,9) (7,10)
1 (8,1) (7,0)
2 (2,10) (3,9)
3 (12,15) (13,14)
0 (9,11) (10,12)
1 (13,2) (12,2)
2 (5,13) (3,15)
2 (3,15) (3,13)
2 null null
3 (15,15) (14,15)
0 (12,12) (13,13)
1 (11,3) (10,3)
2 (3,13) (2,12)
3 (14,15) (15,15)
0 (4,6) (5,7)
1 (7,0) (6,1)
2 (2,7) (1,6)
3 (7,14) (7,15)
0 (7,10) (8,11)
1 (14,2) (12,0)
1 null null
2 (0,7) (0,6)
3 (15,9) (15,10)
0 (7,7) (8,8)
1 (12,0) (11,1)
2 (0,10) (0,11)
3 (14,13) (14,12)
0 (8,6) (9,7)
1 (13,6) (14,5)
2 (1,11) (2,11)
3 (15,10) (14,9)
0 (10,12) (11,13)
1 (14,3) (15,2)
2 (2,11) (1,12)
3 (15,15) (15,13)
3 (15,13) (15,15)
3 null null
0 (8,8) (9,9)
1 (12,2) (12,3)
2 (3,7) (4,6)
3 (15,15) (14,15)
0 (9,9) (10,10)
1 (6,1) (7,1)
2 (3,9) (3,8)
3 (14,12) (12,12)
3 (12,12) (14,12)
3 null null
0 (13,12) (14,13)
1 (15,2) (14,1)
2 (2,14) (0,12)
2 (0,12) (2,14)
2 null null
3 (14,9) (13,8)
0 (13,13) (15,15)
0 null null
1 (7,1) (8,2)
2 (1,6) (0,7)
3 (12,11) (12,12)
0 (11,13) (12,14)
1 (10,2) (9,1)
2 (1,13) (3,11)
2 (3,11) (5,11)
2 null null
3 (12,12) (13,12)
0 (12,10) (13,11)
1 (14,1) (15,2)
2 (0,6) (0,5)
3 (7,11) (8,10)
0 (5,4) (6,5)
1 (14,5) (15,4)
2 (0,5) (0,6)
3 (8,10) (7,11)
0 (8,11) (9,12)
1 (14,7) (13,6)
2 (3,14) (3,13)
3 (7,11) (7,10)
0 (9,12) (10,13)
1 (12,3) (12,4)
2 (3,8) (4,7)
3 (12,13) (11,13)
0 (13,11) (15,13)
0 null null
1 (9,3) (8,3)
2 (4,6) (6,4)
2 null null
3 (12,8) (13,7)
0 (10,10) (11,11)
1 (8,3) (7,4)
2 (6,4) (4,6)
2 (4,6) (4,8)
2 (4,8) (6,6)
2 (6,6) (6,4)
2 null null
3 (13,7) (14,8)
0 (6,5) (7,6)
1 (13,6) (14,6)
2 (1,15) (2,15)
3 (14,12) (15,11)
0 (11,11) (12,12)
1 (12,4) (13,3)
2 (1,12) (1,13)
3 (11,13) (11,14)
0 (9,6) (10,7)
1 (13,1) (14,2)
2 (3,13) (1,15)
2 (1,15) (3,15)
2 (3,15) (1,15)
2 null null
3 (15,11) (14,10)
0 (12,14) (13,15)
1 (8,2) (7,3)
2 (4,7) (4,8)
3 (13,12) (12,11)
0 (10,7) (11,8)
1 (14,2) (13,1)
GAMEOVER 
WINNER Player-0
# Game ended: Tue Apr 01 20:31:55 EDT 2014
